# ========================================================
# RESULTADOS DE AJUSTE ELIPSOMÉTRICO (AUTORANGE + TMM)
# ========================================================
# Archivo de origen: Al2O3_nanotubes.1-med1.txt
# Espesores óptimos (nm): [np.float64(46.83087024981132), np.float64(0.7435628560243361)]
# Error mínimo (Chi2 Red / MSE): 9.933377e-05
# Parámetros de dispersión optimizados:
#   Capa 'Al2O3_nanotube': {'model': 'bruggeman_EMA', 'linked_to': 'Al2O3', 'f_air': 0.3205407591312116, 'f_optimized': True}
#   Capa 'Al2O3': {'model': 'cauchy', 'A': 1.8757403804638302, 'B': -6.170224393245633, 'C': 4.317002230537311}
# ========================================================
# Wavelength_nm	Is_exp	Is_fit	Ic_exp	Ic_fit	Psi_exp_deg	Psi_fit_deg	Delta_exp_deg	Delta_fit_deg
653.6806	0.690834	0.689793	-0.083294	-0.072697	22.0470	21.9584	96.8750	96.0162
653.2234	0.691155	0.690128	-0.083357	-0.072560	22.0600	21.9711	96.8770	96.0021
652.7661	0.691468	0.690467	-0.083481	-0.072424	22.0730	21.9840	96.8840	95.9879
652.3087	0.691768	0.690812	-0.083505	-0.072288	22.0850	21.9970	96.8830	95.9738
651.8511	0.692037	0.691158	-0.083574	-0.072152	22.0960	22.0102	96.8860	95.9597
651.3936	0.692338	0.691509	-0.083586	-0.072016	22.1080	22.0235	96.8840	95.9455
650.9358	0.692646	0.691860	-0.083746	-0.071880	22.1210	22.0369	96.8940	95.9314
650.4780	0.692948	0.692211	-0.083746	-0.071743	22.1330	22.0503	96.8910	95.9172
650.0201	0.693350	0.692562	-0.083757	-0.071606	22.1490	22.0636	96.8880	95.9030
649.5620	0.693671	0.692914	-0.083808	-0.071468	22.1620	22.0770	96.8890	95.8887
649.1039	0.693924	0.693265	-0.083790	-0.071330	22.1720	22.0904	96.8850	95.8745
648.6457	0.694216	0.693617	-0.083665	-0.071192	22.1830	22.1038	96.8720	95.8603
648.1873	0.694496	0.693969	-0.083637	-0.071053	22.1940	22.1173	96.8670	95.8460
647.7289	0.694828	0.694321	-0.083591	-0.070914	22.2070	22.1307	96.8600	95.8317
647.2703	0.695132	0.694673	-0.083566	-0.070775	22.2190	22.1442	96.8550	95.8174
646.8117	0.695382	0.695025	-0.083362	-0.070635	22.2280	22.1576	96.8360	95.8030
646.3530	0.695710	0.695378	-0.083352	-0.070495	22.2410	22.1711	96.8320	95.7887
645.8941	0.695948	0.695732	-0.083246	-0.070357	22.2500	22.1846	96.8210	95.7745
645.4351	0.696264	0.696091	-0.083123	-0.070226	22.2620	22.1984	96.8080	95.7608
644.9761	0.696598	0.696450	-0.083052	-0.070094	22.2750	22.2122	96.7990	95.7472
644.5169	0.696852	0.696810	-0.082811	-0.069964	22.2840	22.2261	96.7770	95.7336
644.0577	0.697250	0.697171	-0.082624	-0.069834	22.2990	22.2400	96.7580	95.7201
643.5983	0.697495	0.697532	-0.082455	-0.069704	22.3080	22.2539	96.7420	95.7066
643.1389	0.697758	0.697893	-0.082350	-0.069573	22.3180	22.2678	96.7310	95.6930
642.6793	0.697974	0.698255	-0.082215	-0.069441	22.3260	22.2817	96.7180	95.6794
642.2196	0.698226	0.698616	-0.081986	-0.069310	22.3350	22.2957	96.6970	95.6658
641.7598	0.698614	0.698978	-0.081870	-0.069178	22.3500	22.3096	96.6840	95.6521
641.2999	0.698945	0.699339	-0.081600	-0.069045	22.3620	22.3236	96.6590	95.6385
640.8400	0.699346	0.699701	-0.081375	-0.068912	22.3770	22.3376	96.6370	95.6248
640.3799	0.699590	0.700063	-0.081205	-0.068779	22.3860	22.3516	96.6210	95.6111
639.9197	0.699941	0.700425	-0.080974	-0.068645	22.3990	22.3656	96.5990	95.5974
639.4594	0.700210	0.700788	-0.080807	-0.068511	22.4090	22.3796	96.5830	95.5837
638.9990	0.700419	0.701150	-0.080509	-0.068377	22.4160	22.3936	96.5570	95.5700
638.5385	0.700695	0.701515	-0.080268	-0.068246	22.4260	22.4078	96.5350	95.5564
638.0779	0.700924	0.701880	-0.080009	-0.068114	22.4340	22.4220	96.5120	95.5429
637.6172	0.701177	0.702246	-0.079753	-0.067982	22.4430	22.4361	96.4890	95.5294
637.1564	0.701523	0.702611	-0.079556	-0.067849	22.4560	22.4503	96.4700	95.5158
636.6954	0.701828	0.702977	-0.079281	-0.067716	22.4670	22.4645	96.4450	95.5022
636.2344	0.702240	0.703343	-0.078930	-0.067583	22.4820	22.4788	96.4130	95.4886
635.7733	0.702489	0.703709	-0.078710	-0.067449	22.4910	22.4930	96.3930	95.4749
635.3121	0.702643	0.704075	-0.078442	-0.067315	22.4960	22.5072	96.3700	95.4613
634.8508	0.702931	0.704441	-0.078089	-0.067180	22.5060	22.5215	96.3390	95.4476
634.3893	0.703190	0.704807	-0.077769	-0.067045	22.5150	22.5357	96.3110	95.4339
633.9278	0.703663	0.705173	-0.077524	-0.066909	22.5330	22.5500	96.2870	95.4202
633.4662	0.704210	0.705540	-0.077285	-0.066774	22.5540	22.5643	96.2630	95.4065
633.0044	0.704616	0.705906	-0.076969	-0.066637	22.5690	22.5786	96.2340	95.3927
632.5425	0.704940	0.706279	-0.076730	-0.066483	22.5810	22.5931	96.2120	95.3775
632.0806	0.705215	0.706653	-0.076474	-0.066328	22.5910	22.6076	96.1890	95.3622
631.6186	0.705259	0.707030	-0.076292	-0.066163	22.5920	22.6223	96.1740	95.3461
631.1564	0.705577	0.707407	-0.076102	-0.065996	22.6040	22.6370	96.1560	95.3298
630.6942	0.705751	0.707785	-0.075635	-0.065828	22.6090	22.6516	96.1170	95.3135
630.2318	0.705947	0.708163	-0.075182	-0.065659	22.6150	22.6663	96.0790	95.2972
629.7693	0.705920	0.708541	-0.074743	-0.065491	22.6120	22.6810	96.0440	95.2809
629.3068	0.706327	0.708919	-0.074400	-0.065322	22.6270	22.6958	96.0130	95.2645
628.8441	0.706364	0.709297	-0.074042	-0.065152	22.6270	22.7105	95.9840	95.2482
628.3813	0.706961	0.709675	-0.073768	-0.064983	22.6500	22.7252	95.9570	95.2318
627.9184	0.707485	0.710054	-0.073473	-0.064812	22.6700	22.7400	95.9290	95.2154
627.4554	0.708113	0.710432	-0.073364	-0.064642	22.6950	22.7548	95.9150	95.1990
626.9923	0.708459	0.710810	-0.072875	-0.064471	22.7070	22.7695	95.8730	95.1826
626.5291	0.708568	0.711187	-0.072536	-0.064311	22.7100	22.7843	95.8450	95.1670
626.0658	0.708692	0.711564	-0.072286	-0.064150	22.7140	22.7991	95.8240	95.1515
625.6024	0.709017	0.711935	-0.071994	-0.064026	22.7260	22.8137	95.7980	95.1389
625.1389	0.709288	0.712305	-0.072234	-0.063908	22.7380	22.8284	95.8150	95.1268
624.6753	0.709931	0.712675	-0.072200	-0.063789	22.7640	22.8431	95.8070	95.1147
624.2115	0.710013	0.713046	-0.072120	-0.063670	22.7670	22.8578	95.8000	95.1026
623.7477	0.710175	0.713416	-0.071974	-0.063551	22.7730	22.8725	95.7870	95.0905
623.2838	0.710881	0.713787	-0.072033	-0.063431	22.8020	22.8872	95.7860	95.0783
622.8198	0.711337	0.714157	-0.071653	-0.063311	22.8190	22.9020	95.7520	95.0661
622.3557	0.711431	0.714528	-0.070220	-0.063190	22.8170	22.9167	95.6370	95.0539
621.8914	0.711655	0.714899	-0.068926	-0.063069	22.8210	22.9315	95.5320	95.0416
621.4271	0.711761	0.715270	-0.067569	-0.062947	22.8200	22.9462	95.4230	95.0293
620.9626	0.711793	0.715642	-0.065918	-0.062825	22.8150	22.9610	95.2910	95.0170
620.4980	0.711607	0.716013	-0.064473	-0.062702	22.8020	22.9758	95.1770	95.0047
620.0334	0.711929	0.716384	-0.063062	-0.062579	22.8100	22.9906	95.0620	94.9924
619.5687	0.712699	0.716766	-0.061538	-0.062433	22.8360	23.0058	94.9350	94.9781
619.1038	0.712953	0.717149	-0.060294	-0.062283	22.8420	23.0210	94.8340	94.9636
618.6388	0.712931	0.717533	-0.059090	-0.062132	22.8370	23.0362	94.7380	94.9489
618.1737	0.713302	0.717917	-0.057855	-0.061979	22.8480	23.0515	94.6370	94.9342
617.7086	0.713401	0.718301	-0.056609	-0.061826	22.8480	23.0668	94.5370	94.9194
617.2433	0.713592	0.718685	-0.055434	-0.061672	22.8520	23.0821	94.4420	94.9047
616.7779	0.713919	0.719070	-0.054357	-0.061518	22.8620	23.0974	94.3540	94.8899
616.3124	0.714086	0.719454	-0.053442	-0.061364	22.8660	23.1127	94.2800	94.8751
615.8468	0.714005	0.719839	-0.052559	-0.061209	22.8600	23.1280	94.2100	94.8602
615.3810	0.714319	0.720223	-0.051592	-0.061053	22.8700	23.1433	94.1310	94.8454
614.9153	0.714280	0.720608	-0.050774	-0.060898	22.8660	23.1587	94.0660	94.8305
614.4493	0.714387	0.720993	-0.049955	-0.060742	22.8680	23.1740	94.0000	94.8156
613.9833	0.714501	0.721378	-0.049361	-0.060586	22.8710	23.1894	93.9520	94.8008
613.5172	0.714694	0.721763	-0.048685	-0.060448	22.8770	23.2049	93.8970	94.7874
613.0510	0.714980	0.722148	-0.048078	-0.060310	22.8870	23.2204	93.8470	94.7739
612.5847	0.715258	0.722534	-0.047558	-0.060175	22.8970	23.2359	93.8040	94.7608
612.1182	0.715605	0.722920	-0.047104	-0.060041	22.9100	23.2514	93.7660	94.7477
611.6517	0.715880	0.723306	-0.046633	-0.059906	22.9200	23.2670	93.7270	94.7346
611.1850	0.716199	0.723692	-0.046227	-0.059770	22.9320	23.2826	93.6930	94.7214
610.7183	0.716511	0.724078	-0.045908	-0.059635	22.9440	23.2981	93.6660	94.7082
610.2514	0.716828	0.724464	-0.045526	-0.059499	22.9560	23.3137	93.6340	94.6950
609.7844	0.717165	0.724851	-0.045196	-0.059362	22.9690	23.3293	93.6060	94.6818
609.3173	0.717592	0.725237	-0.044984	-0.059225	22.9860	23.3449	93.5870	94.6686
608.8502	0.718138	0.725624	-0.044791	-0.059087	23.0080	23.3606	93.5690	94.6553
608.3829	0.718553	0.726010	-0.044754	-0.058949	23.0250	23.3762	93.5640	94.6420
607.9155	0.719069	0.726395	-0.044660	-0.058811	23.0460	23.3918	93.5540	94.6287
607.4480	0.719626	0.726771	-0.044670	-0.058674	23.0690	23.4070	93.5520	94.6156
606.9804	0.720128	0.727147	-0.044777	-0.058536	23.0900	23.4222	93.5580	94.6025
606.5127	0.720707	0.727520	-0.044813	-0.058399	23.1140	23.4373	93.5580	94.5893
606.0449	0.721254	0.727894	-0.044960	-0.058261	23.1370	23.4525	93.5670	94.5762
605.5770	0.721794	0.728267	-0.045209	-0.058122	23.1600	23.4677	93.5840	94.5630
605.1089	0.722459	0.728641	-0.045377	-0.057983	23.1880	23.4828	93.5940	94.5498
604.6408	0.723102	0.729015	-0.045506	-0.057844	23.2150	23.4980	93.6010	94.5366
604.1726	0.723856	0.729389	-0.045782	-0.057704	23.2470	23.5132	93.6190	94.5234
603.7042	0.724628	0.729763	-0.046136	-0.057564	23.2800	23.5284	93.6430	94.5101
603.2358	0.725373	0.730138	-0.046501	-0.057423	23.3120	23.5437	93.6680	94.4969
602.7673	0.726089	0.730512	-0.046954	-0.057282	23.3430	23.5589	93.7000	94.4836
602.2986	0.726707	0.730887	-0.047402	-0.057140	23.3700	23.5742	93.7320	94.4703
601.8298	0.727421	0.731270	-0.047843	-0.056995	23.4010	23.5898	93.7630	94.4566
601.3610	0.728132	0.731667	-0.048311	-0.056845	23.4320	23.6060	93.7960	94.4425
600.8920	0.728865	0.732065	-0.048794	-0.056693	23.4640	23.6222	93.8300	94.4283
600.4229	0.729591	0.732465	-0.049355	-0.056541	23.4960	23.6386	93.8700	94.4141
599.9537	0.730363	0.732865	-0.049932	-0.056388	23.5300	23.6549	93.9110	94.3998
599.4844	0.731131	0.733265	-0.050536	-0.056235	23.5640	23.6713	93.9540	94.3855
599.0150	0.731987	0.733665	-0.051224	-0.056081	23.6020	23.6876	94.0030	94.3712
598.5455	0.732777	0.734065	-0.051819	-0.055927	23.6370	23.7040	94.0450	94.3568
598.0759	0.733560	0.734465	-0.052479	-0.055772	23.6720	23.7204	94.0920	94.3425
597.6062	0.734268	0.734865	-0.053187	-0.055617	23.7040	23.7368	94.1430	94.3281
597.1364	0.735095	0.735265	-0.053853	-0.055462	23.7410	23.7533	94.1900	94.3137
596.6664	0.736014	0.735667	-0.054527	-0.055305	23.7820	23.7697	94.2370	94.2992
596.1964	0.736851	0.736068	-0.055339	-0.055148	23.8200	23.7862	94.2950	94.2847
595.7263	0.737686	0.736475	-0.056140	-0.054985	23.8580	23.8029	94.3520	94.2698
595.2560	0.738385	0.736885	-0.056842	-0.054819	23.8900	23.8198	94.4020	94.2545
594.7857	0.738964	0.737296	-0.057574	-0.054652	23.9170	23.8367	94.4550	94.2393
594.3152	0.739607	0.737706	-0.058351	-0.054484	23.9470	23.8536	94.5110	94.2240
593.8447	0.740303	0.738117	-0.059043	-0.054316	23.9790	23.8705	94.5600	94.2087
593.3740	0.740973	0.738527	-0.059747	-0.054148	24.0100	23.8874	94.6100	94.1933
592.9032	0.741884	0.738938	-0.060355	-0.053979	24.0510	23.9044	94.6510	94.1780
592.4323	0.742627	0.739349	-0.060990	-0.053810	24.0850	23.9213	94.6950	94.1626
591.9613	0.743567	0.739760	-0.061759	-0.053640	24.1280	23.9383	94.7480	94.1473
591.4902	0.744485	0.740170	-0.062477	-0.053470	24.1700	23.9553	94.7970	94.1319
591.0190	0.745633	0.740581	-0.063215	-0.053299	24.2220	23.9723	94.8460	94.1165
590.5477	0.746346	0.740986	-0.063840	-0.053147	24.2550	23.9891	94.8890	94.1025
590.0763	0.747425	0.741391	-0.064511	-0.052995	24.3040	24.0059	94.9330	94.0885
589.6048	0.747907	0.741788	-0.065091	-0.052866	24.3270	24.0225	94.9740	94.0765
589.1331	0.748552	0.742184	-0.065648	-0.052742	24.3570	24.0390	95.0120	94.0648
588.6614	0.748930	0.742580	-0.065826	-0.052617	24.3740	24.0556	95.0230	94.0530
588.1896	0.749463	0.742976	-0.066321	-0.052492	24.3990	24.0722	95.0570	94.0413
587.7176	0.750245	0.743373	-0.066614	-0.052366	24.4340	24.0888	95.0740	94.0295
587.2455	0.751107	0.743769	-0.066757	-0.052240	24.4720	24.1054	95.0790	94.0176
586.7734	0.751703	0.744165	-0.066784	-0.052113	24.4980	24.1220	95.0770	94.0058
586.3011	0.752295	0.744562	-0.066069	-0.051985	24.5210	24.1386	95.0190	93.9939
585.8287	0.752400	0.744958	-0.065390	-0.051858	24.5230	24.1553	94.9670	93.9820
585.3563	0.753092	0.745355	-0.064550	-0.051729	24.5500	24.1720	94.8990	93.9701
584.8837	0.753753	0.745748	-0.063520	-0.051609	24.5750	24.1885	94.8170	93.9588
584.4109	0.753877	0.746128	-0.062033	-0.051513	24.5750	24.2046	94.7040	93.9494
583.9382	0.754148	0.746507	-0.060664	-0.051417	24.5820	24.2206	94.5990	93.9402
583.4652	0.754853	0.746884	-0.060151	-0.051329	24.6110	24.2366	94.5560	93.9314
582.9922	0.755380	0.747260	-0.059556	-0.051240	24.6320	24.2525	94.5080	93.9226
582.5191	0.755993	0.747636	-0.059020	-0.051150	24.6570	24.2685	94.4640	93.9138
582.0458	0.756629	0.748013	-0.058764	-0.051060	24.6840	24.2845	94.4410	93.9050
581.5725	0.757362	0.748390	-0.058422	-0.050969	24.7150	24.3005	94.4110	93.8961
581.0991	0.757751	0.748767	-0.058093	-0.050877	24.7310	24.3166	94.3840	93.8872
580.6255	0.757598	0.749144	-0.058015	-0.050785	24.7240	24.3326	94.3790	93.8782
580.1519	0.757898	0.749521	-0.057665	-0.050693	24.7360	24.3487	94.3510	93.8692
579.6780	0.758472	0.749914	-0.057296	-0.050584	24.7600	24.3654	94.3200	93.8589
579.2042	0.758696	0.750314	-0.057033	-0.050466	24.7690	24.3824	94.2990	93.8479
578.7302	0.759120	0.750733	-0.056825	-0.050328	24.7870	24.4001	94.2810	93.8352
578.2561	0.759401	0.751167	-0.056713	-0.050173	24.7990	24.4185	94.2710	93.8213
577.7819	0.759550	0.751600	-0.056538	-0.050018	24.8050	24.4369	94.2570	93.8073
577.3076	0.759840	0.752034	-0.056293	-0.049862	24.8170	24.4553	94.2370	93.7934
576.8332	0.760403	0.752468	-0.056041	-0.049706	24.8410	24.4737	94.2150	93.7794
576.3586	0.760613	0.752901	-0.055949	-0.049550	24.8500	24.4922	94.2070	93.7653
575.8840	0.761145	0.753335	-0.055801	-0.049393	24.8730	24.5106	94.1930	93.7513
575.4093	0.761625	0.753768	-0.055730	-0.049235	24.8940	24.5290	94.1850	93.7372
574.9344	0.762092	0.754202	-0.055510	-0.049077	24.9140	24.5475	94.1660	93.7231
574.4595	0.762550	0.754635	-0.055423	-0.048919	24.9340	24.5660	94.1570	93.7090
573.9844	0.762901	0.755069	-0.055248	-0.048759	24.9490	24.5845	94.1420	93.6948
573.5092	0.763299	0.755505	-0.055049	-0.048579	24.9660	24.6031	94.1250	93.6790
573.0339	0.763695	0.755941	-0.054863	-0.048398	24.9830	24.6217	94.1090	93.6632
572.5586	0.764065	0.756378	-0.054715	-0.048216	24.9990	24.6403	94.0960	93.6474
572.0831	0.764480	0.756814	-0.054584	-0.048034	25.0170	24.6589	94.0840	93.6316
571.6075	0.764965	0.757250	-0.054391	-0.047852	25.0380	24.6775	94.0670	93.6158
571.1318	0.765441	0.757687	-0.054330	-0.047669	25.0590	24.6962	94.0600	93.5999
570.6559	0.765919	0.758123	-0.054230	-0.047485	25.0800	24.7148	94.0500	93.5841
570.1801	0.766419	0.758559	-0.054131	-0.047301	25.1020	24.7335	94.0400	93.5682
569.7040	0.766737	0.758995	-0.054073	-0.047117	25.1160	24.7522	94.0340	93.5523
569.2278	0.767233	0.759431	-0.054013	-0.046932	25.1380	24.7709	94.0270	93.5363
568.7516	0.767621	0.759856	-0.053906	-0.046785	25.1550	24.7893	94.0170	93.5233
568.2753	0.768029	0.760272	-0.053814	-0.046671	25.1730	24.8073	94.0080	93.5129
567.7988	0.768465	0.760684	-0.053642	-0.046570	25.1920	24.8252	93.9930	93.5034
567.3222	0.768807	0.761091	-0.053544	-0.046487	25.2070	24.8430	93.9840	93.4952
566.8455	0.769261	0.761499	-0.053428	-0.046402	25.2270	24.8608	93.9730	93.4870
566.3687	0.769648	0.761906	-0.053293	-0.046318	25.2440	24.8786	93.9610	93.4788
565.8918	0.770074	0.762313	-0.053255	-0.046232	25.2630	24.8964	93.9560	93.4706
565.4149	0.770522	0.762721	-0.053204	-0.046146	25.2830	24.9142	93.9500	93.4623
564.9377	0.770883	0.763129	-0.053121	-0.046059	25.2990	24.9320	93.9420	93.4539
564.4605	0.771244	0.763536	-0.053038	-0.045972	25.3150	24.9499	93.9340	93.4456
563.9832	0.771565	0.763945	-0.052898	-0.045881	25.3290	24.9678	93.9220	93.4370
563.5057	0.771885	0.764388	-0.052757	-0.045726	25.3430	24.9871	93.9100	93.4234
563.0282	0.772249	0.764830	-0.052620	-0.045570	25.3590	25.0063	93.8980	93.4098
562.5505	0.772721	0.765293	-0.052503	-0.045372	25.3800	25.0264	93.8870	93.3930
562.0728	0.773080	0.765757	-0.052432	-0.045171	25.3960	25.0466	93.8800	93.3759
561.5948	0.773465	0.766222	-0.052296	-0.044970	25.4130	25.0668	93.8680	93.3588
561.1169	0.773894	0.766686	-0.052162	-0.044768	25.4320	25.0870	93.8560	93.3418
560.6388	0.774303	0.767150	-0.051986	-0.044565	25.4500	25.1072	93.8410	93.3247
560.1606	0.774708	0.767614	-0.051864	-0.044362	25.4680	25.1274	93.8300	93.3076
559.6823	0.775075	0.768078	-0.051657	-0.044159	25.4840	25.1476	93.8130	93.2905
559.2039	0.775440	0.768541	-0.051464	-0.043955	25.5000	25.1678	93.7970	93.2734
558.7253	0.775822	0.768980	-0.051340	-0.043798	25.5170	25.1871	93.7860	93.2598
558.2467	0.776267	0.769400	-0.051260	-0.043676	25.5370	25.2057	93.7780	93.2490
557.7679	0.776695	0.769800	-0.051111	-0.043593	25.5560	25.2234	93.7650	93.2411
557.2891	0.777120	0.770178	-0.050990	-0.043551	25.5750	25.2402	93.7540	93.2365
556.8102	0.777500	0.770555	-0.050878	-0.043509	25.5920	25.2571	93.7440	93.2318
556.3311	0.777903	0.770933	-0.050755	-0.043467	25.6100	25.2740	93.7330	93.2270
555.8519	0.778278	0.771312	-0.050711	-0.043423	25.6270	25.2909	93.7280	93.2222
555.3726	0.778682	0.771690	-0.050560	-0.043379	25.6450	25.3079	93.7150	93.2174
554.8932	0.779042	0.772069	-0.050392	-0.043334	25.6610	25.3249	93.7010	93.2125
554.4137	0.779426	0.772448	-0.050198	-0.043289	25.6780	25.3418	93.6850	93.2076
553.9341	0.779829	0.772837	-0.050047	-0.043228	25.6960	25.3593	93.6720	93.2014
553.4543	0.780228	0.773289	-0.049949	-0.043069	25.7140	25.3793	93.6630	93.1878
