# ========================================================
# RESULTADOS DE AJUSTE ELIPSOMÉTRICO (AUTORANGE + TMM)
# ========================================================
# Archivo de origen: Al2O3_nanotubes.8-med1.txt
# Espesores óptimos (nm): [np.float64(42.0776645249414), np.float64(904.9481874976871)]
# Error mínimo (Chi2 Red / MSE): 1.891272e-01
# Parámetros de dispersión optimizados:
#   Capa 'Al2O3_nanotube': {'model': 'bruggeman_EMA', 'linked_to': 'Al2O3', 'f_air': 0.6908546104937516, 'f_optimized': True}
#   Capa 'Al2O3': {'model': 'cauchy', 'A': 1.64825619343925, 'B': -6.292636942714054, 'C': -2.627949642401626}
# ========================================================
# Wavelength_nm	Is_exp	Is_fit	Ic_exp	Ic_fit	Psi_exp_deg	Psi_fit_deg	Delta_exp_deg	Delta_fit_deg
829.9594	0.700899	-0.819726	-0.003841	0.173748	22.2500	28.4615	90.3140	-78.0328
829.5408	0.701325	-0.817982	-0.003146	0.171226	22.2670	28.3450	90.2570	-78.1771
829.1221	0.700955	-0.816226	-0.002288	0.168695	22.2520	28.2288	90.1870	-78.3227
828.7034	0.701006	-0.814459	-0.002166	0.166154	22.2540	28.1129	90.1770	-78.4696
828.2845	0.700459	-0.812679	-0.001650	0.163603	22.2320	27.9972	90.1350	-78.6177
827.8656	0.701655	-0.810887	-0.001151	0.161043	22.2800	27.8818	90.0940	-78.7671
827.4465	0.702451	-0.809083	-0.000625	0.158473	22.3120	27.7667	90.0510	-78.9179
827.0275	0.702774	-0.807267	0.000196	0.155895	22.3250	27.6519	89.9840	-79.0699
826.6082	0.702600	-0.805451	0.000441	0.153311	22.3180	27.5380	89.9640	-79.2231
826.1889	0.703022	-0.803625	0.000920	0.150719	22.3350	27.4244	89.9250	-79.3776
825.7695	0.703369	-0.801791	0.001191	0.148120	22.3490	27.3114	89.9030	-79.5334
825.3500	0.703765	-0.799949	0.001486	0.145514	22.3650	27.1988	89.8790	-79.6904
824.9305	0.703418	-0.798095	0.001559	0.142898	22.3510	27.0865	89.8730	-79.8488
824.5108	0.703193	-0.796228	0.002062	0.140273	22.3420	26.9743	89.8320	-80.0086
824.0911	0.703439	-0.794348	0.002824	0.137640	22.3520	26.8624	89.7700	-80.1698
823.6713	0.703313	-0.792455	0.003142	0.134997	22.3470	26.7507	89.7440	-80.3323
823.2513	0.703536	-0.790548	0.003254	0.132345	22.3560	26.6391	89.7350	-80.4963
822.8313	0.703957	-0.788628	0.003452	0.129684	22.3730	26.5278	89.7190	-80.6617
822.4112	0.704552	-0.786694	0.003271	0.127014	22.3970	26.4167	89.7340	-80.8285
821.9910	0.705446	-0.784746	0.002795	0.124336	22.4330	26.3057	89.7730	-80.9968
821.5707	0.705000	-0.782785	0.002904	0.121649	22.4150	26.1949	89.7640	-81.1666
821.1503	0.704777	-0.780809	0.002903	0.118953	22.4060	26.0842	89.7640	-81.3378
820.7299	0.705321	-0.778819	0.003078	0.116249	22.4280	25.9738	89.7500	-81.5105
820.3093	0.705792	-0.776814	0.002846	0.113536	22.4470	25.8635	89.7690	-81.6848
819.8886	0.706804	-0.774795	0.003109	0.110814	22.4880	25.7533	89.7480	-81.8605
819.4679	0.707493	-0.772762	0.003532	0.108085	22.5160	25.6433	89.7140	-82.0378
819.0471	0.708233	-0.770713	0.003473	0.105347	22.5460	25.5334	89.7190	-82.2166
818.6262	0.708798	-0.768649	0.003810	0.102601	22.5690	25.4237	89.6920	-82.3970
818.2051	0.709116	-0.766570	0.004121	0.099846	22.5820	25.3140	89.6670	-82.5790
817.7841	0.709411	-0.764475	0.004235	0.097084	22.5940	25.2046	89.6580	-82.7625
817.3629	0.709313	-0.762365	0.004098	0.094314	22.5900	25.0952	89.6690	-82.9476
816.9416	0.710003	-0.760239	0.003854	0.091535	22.6180	24.9860	89.6890	-83.1344
816.5202	0.710247	-0.758097	0.004103	0.088749	22.6280	24.8768	89.6690	-83.3229
816.0988	0.710469	-0.755939	0.003956	0.085956	22.6370	24.7678	89.6810	-83.5129
815.6772	0.711276	-0.753754	0.004494	0.083143	22.6700	24.6584	89.6380	-83.7055
815.2556	0.711375	-0.751550	0.004433	0.080319	22.6740	24.5489	89.6430	-83.8999
814.8338	0.711915	-0.749326	0.004349	0.077485	22.6960	24.4395	89.6500	-84.0962
814.4120	0.712330	-0.747082	0.004575	0.074640	22.7130	24.3299	89.6320	-84.2946
813.9901	0.712431	-0.744820	0.004103	0.071788	22.7170	24.2205	89.6700	-84.4947
813.5681	0.713044	-0.742541	0.003858	0.068929	22.7420	24.1111	89.6900	-84.6965
813.1460	0.713165	-0.740244	0.004182	0.066063	22.7470	24.0018	89.6640	-84.9002
812.7238	0.713189	-0.737929	0.004145	0.063189	22.7480	23.8925	89.6670	-85.1057
812.3015	0.714261	-0.735596	0.004775	0.060309	22.7920	23.7834	89.6170	-85.3130
811.8792	0.713409	-0.733245	0.004296	0.057423	22.7570	23.6743	89.6550	-85.5221
811.4567	0.713751	-0.730874	0.004385	0.054529	22.7710	23.5653	89.6480	-85.7332
811.0341	0.714238	-0.728485	0.004637	0.051629	22.7910	23.4563	89.6280	-85.9461
810.6115	0.714194	-0.726077	0.003764	0.048724	22.7890	23.3474	89.6980	-86.1609
810.1888	0.714192	-0.723650	0.004138	0.045812	22.7890	23.2385	89.6680	-86.3776
809.7659	0.714921	-0.721203	0.004679	0.042893	22.8190	23.1297	89.6250	-86.5964
809.3430	0.715505	-0.718737	0.004920	0.039969	22.8430	23.0210	89.6060	-86.8171
808.9200	0.716035	-0.716252	0.005836	0.037039	22.8650	22.9122	89.5330	-87.0397
808.4969	0.716613	-0.713746	0.006516	0.034104	22.8890	22.8036	89.4790	-87.2644
808.0737	0.717024	-0.711220	0.006796	0.031163	22.9060	22.6949	89.4570	-87.4911
807.6505	0.717172	-0.708674	0.006672	0.028217	22.9120	22.5864	89.4670	-87.7199
807.2271	0.717244	-0.706107	0.006735	0.025265	22.9150	22.4778	89.4620	-87.9508
806.8036	0.718016	-0.703519	0.007369	0.022309	22.9470	22.3693	89.4120	-88.1837
806.3801	0.718692	-0.700911	0.007664	0.019348	22.9750	22.2608	89.3890	-88.4188
805.9564	0.719343	-0.698281	0.008111	0.016381	23.0020	22.1523	89.3540	-88.6561
805.5327	0.720016	-0.695631	0.008571	0.013409	23.0300	22.0439	89.3180	-88.8957
805.1089	0.720854	-0.692960	0.009336	0.010432	23.0650	21.9355	89.2580	-89.1375
804.6850	0.721336	-0.690270	0.009418	0.007436	23.0850	21.8273	89.2520	-89.3828
804.2610	0.721477	-0.687560	0.009709	0.004430	23.0910	21.7192	89.2290	-89.6308
803.8369	0.721981	-0.684828	0.010018	0.001420	23.1120	21.6111	89.2050	-89.8812
803.4127	0.722773	-0.682073	0.010282	-0.001593	23.1450	21.5030	89.1850	-90.1338
802.9884	0.723208	-0.679296	0.010250	-0.004610	23.1630	21.3949	89.1880	-90.3888
802.5640	0.723616	-0.676496	0.010344	-0.007630	23.1800	21.2869	89.1810	-90.6462
802.1396	0.723662	-0.673674	0.010522	-0.010654	23.1820	21.1789	89.1670	-90.9060
801.7150	0.723763	-0.670827	0.010220	-0.013680	23.1860	21.0709	89.1910	-91.1683
801.2903	0.724454	-0.667957	0.010698	-0.016710	23.2150	20.9629	89.1540	-91.4331
800.8657	0.724624	-0.665066	0.010574	-0.019741	23.2220	20.8549	89.1640	-91.7002
800.4408	0.724548	-0.662148	0.010864	-0.022776	23.2190	20.7469	89.1410	-91.9701
800.0159	0.725005	-0.659208	0.010807	-0.025813	23.2380	20.6390	89.1460	-92.2424
799.5909	0.725382	-0.656244	0.011357	-0.028851	23.2540	20.5311	89.1030	-92.5174
799.1658	0.725765	-0.653255	0.011401	-0.031892	23.2700	20.4232	89.1000	-92.7950
798.7406	0.726261	-0.650242	0.011891	-0.034934	23.2910	20.3153	89.0620	-93.0753
798.3153	0.726931	-0.647204	0.012003	-0.037978	23.3190	20.2074	89.0540	-93.3583
797.8899	0.727878	-0.644141	0.012654	-0.041023	23.3590	20.0996	89.0040	-93.6440
797.4644	0.728045	-0.641053	0.012670	-0.044069	23.3660	19.9917	89.0030	-93.9326
797.0389	0.728705	-0.637941	0.013228	-0.047115	23.3940	19.8839	88.9600	-94.2239
796.6132	0.729007	-0.634802	0.013730	-0.050162	23.4070	19.7761	88.9210	-94.5181
796.1875	0.729047	-0.631639	0.014100	-0.053209	23.4090	19.6683	88.8920	-94.8152
795.7617	0.729471	-0.628450	0.014414	-0.056256	23.4270	19.5606	88.8680	-95.1152
795.3357	0.730105	-0.625234	0.014937	-0.059304	23.4540	19.4529	88.8280	-95.4183
794.9097	0.730810	-0.621994	0.015398	-0.062348	23.4840	19.3452	88.7930	-95.7241
794.4836	0.731413	-0.618729	0.016164	-0.065383	23.5100	19.2375	88.7340	-96.0323
794.0574	0.731702	-0.615437	0.015991	-0.068418	23.5220	19.1299	88.7480	-96.3435
793.6310	0.732195	-0.612118	0.016322	-0.071449	23.5430	19.0223	88.7230	-96.6577
793.2047	0.732846	-0.608775	0.016925	-0.074478	23.5710	18.9147	88.6770	-96.9749
792.7782	0.733125	-0.605404	0.017175	-0.077505	23.5830	18.8072	88.6580	-97.2955
792.3516	0.733480	-0.602006	0.017221	-0.080531	23.5980	18.6997	88.6550	-97.6193
791.9249	0.733503	-0.598581	0.017260	-0.083555	23.5990	18.5923	88.6520	-97.9464
791.4982	0.734300	-0.595130	0.017638	-0.086575	23.6330	18.4849	88.6240	-98.2769
791.0714	0.734626	-0.591652	0.017877	-0.089593	23.6470	18.3776	88.6060	-98.6108
790.6444	0.734953	-0.588146	0.018065	-0.092608	23.6610	18.2703	88.5920	-98.9482
790.2173	0.735278	-0.584612	0.018304	-0.095620	23.6750	18.1630	88.5740	-99.2892
789.7902	0.735789	-0.581051	0.018689	-0.098628	23.6970	18.0559	88.5450	-99.6336
789.3630	0.736139	-0.577462	0.018878	-0.101632	23.7120	17.9488	88.5310	-99.9817
788.9357	0.736588	-0.573845	0.018838	-0.104633	23.7310	17.8417	88.5350	-100.3336
788.5083	0.736934	-0.570201	0.019143	-0.107628	23.7460	17.7348	88.5120	-100.6891
788.0807	0.736939	-0.566527	0.018976	-0.110620	23.7460	17.6278	88.5250	-101.0486
787.6532	0.737382	-0.562827	0.019180	-0.113605	23.7650	17.5211	88.5100	-101.4117
787.2255	0.737473	-0.559098	0.019273	-0.116586	23.7690	17.4143	88.5030	-101.7789
786.7977	0.737505	-0.555340	0.019866	-0.119562	23.7710	17.3077	88.4570	-102.1500
786.3699	0.737878	-0.551555	0.020018	-0.122531	23.7870	17.2012	88.4460	-102.5251
785.9419	0.738278	-0.547740	0.020029	-0.125494	23.8040	17.0948	88.4460	-102.9044
785.5139	0.738603	-0.543897	0.020205	-0.128450	23.8180	16.9885	88.4330	-103.2878
785.0857	0.738922	-0.540025	0.020550	-0.131400	23.8320	16.8823	88.4070	-103.6756
784.6575	0.739402	-0.536124	0.021041	-0.134352	23.8530	16.7763	88.3700	-104.0686
784.2291	0.739545	-0.532192	0.020980	-0.137300	23.8590	16.6704	88.3750	-104.4663
783.8007	0.739656	-0.528232	0.021203	-0.140243	23.8640	16.5647	88.3580	-104.8687
783.3722	0.739957	-0.524242	0.021341	-0.143180	23.8770	16.4592	88.3480	-105.2759
782.9435	0.740626	-0.520223	0.021748	-0.146109	23.9060	16.3538	88.3180	-105.6878
782.5148	0.741066	-0.516174	0.021930	-0.149029	23.9250	16.2486	88.3050	-106.1044
782.0861	0.741120	-0.512097	0.021685	-0.151939	23.9270	16.1436	88.3240	-106.5256
781.6572	0.741101	-0.507990	0.021542	-0.154841	23.9260	16.0387	88.3350	-106.9518
781.2282	0.741355	-0.503853	0.021666	-0.157733	23.9370	15.9341	88.3260	-107.3829
780.7991	0.741709	-0.499687	0.021586	-0.160615	23.9520	15.8296	88.3330	-107.8191
780.3699	0.742058	-0.495491	0.021648	-0.163487	23.9670	15.7254	88.3290	-108.2603
779.9407	0.742384	-0.491266	0.021696	-0.166348	23.9810	15.6214	88.3260	-108.7066
779.5113	0.742618	-0.487011	0.021703	-0.169198	23.9910	15.5176	88.3260	-109.1583
779.0818	0.743425	-0.482726	0.022038	-0.172037	24.0260	15.4141	88.3020	-109.6154
778.6523	0.744135	-0.478412	0.022475	-0.174863	24.0570	15.3109	88.2700	-110.0778
778.2227	0.744754	-0.474069	0.022819	-0.177678	24.0840	15.2079	88.2450	-110.5457
777.7930	0.745124	-0.469696	0.022909	-0.180480	24.1000	15.1052	88.2390	-111.0192
777.3632	0.745703	-0.465293	0.023005	-0.183270	24.1250	15.0028	88.2330	-111.4985
776.9332	0.746231	-0.460860	0.023217	-0.186047	24.1480	14.9007	88.2180	-111.9837
776.5032	0.746686	-0.456397	0.023505	-0.188810	24.1680	14.7990	88.1970	-112.4747
776.0731	0.746938	-0.451906	0.023604	-0.191559	24.1790	14.6976	88.1900	-112.9717
775.6429	0.747342	-0.447384	0.024035	-0.194294	24.1970	14.5965	88.1580	-113.4748
775.2126	0.747870	-0.442833	0.024195	-0.197015	24.2200	14.4958	88.1470	-113.9841
774.7822	0.748513	-0.438253	0.024373	-0.199710	24.2480	14.3953	88.1350	-114.4985
774.3517	0.748754	-0.433644	0.024067	-0.202379	24.2580	14.2952	88.1590	-115.0182
773.9212	0.749188	-0.429007	0.024238	-0.205031	24.2770	14.1954	88.1470	-115.5441
773.4905	0.749489	-0.424339	0.024221	-0.207667	24.2900	14.0960	88.1490	-116.0766
773.0598	0.749951	-0.419644	0.024223	-0.210285	24.3100	13.9971	88.1500	-116.6156
772.6289	0.750451	-0.414918	0.024462	-0.212887	24.3320	13.8987	88.1330	-117.1615
772.1980	0.751154	-0.410165	0.024813	-0.215471	24.3630	13.8007	88.1080	-117.7143
771.7669	0.751404	-0.405381	0.024914	-0.218039	24.3740	13.7032	88.1010	-118.2741
771.3358	0.751633	-0.400570	0.024947	-0.220588	24.3840	13.6062	88.0990	-118.8410
770.9046	0.751977	-0.395730	0.024998	-0.223120	24.3990	13.5098	88.0960	-119.4151
770.4733	0.752412	-0.390862	0.025052	-0.225632	24.4180	13.4140	88.0930	-119.9965
770.0419	0.752758	-0.385965	0.024998	-0.228126	24.4330	13.3187	88.0980	-120.5853
769.6104	0.753310	-0.381040	0.024964	-0.230600	24.4570	13.2240	88.1020	-121.1818
769.1787	0.753682	-0.376086	0.024844	-0.233056	24.4730	13.1299	88.1120	-121.7860
768.7471	0.753845	-0.371106	0.024771	-0.235490	24.4800	13.0365	88.1180	-122.3977
768.3152	0.754511	-0.366095	0.024700	-0.237905	24.5090	12.9438	88.1250	-123.0176
767.8834	0.755031	-0.361059	0.024915	-0.240299	24.5320	12.8517	88.1100	-123.6453
767.4514	0.755540	-0.355994	0.025420	-0.242671	24.5550	12.7604	88.0730	-124.2811
767.0193	0.755992	-0.350902	0.025581	-0.245023	24.5750	12.6698	88.0620	-124.9252
766.5872	0.756463	-0.345784	0.025821	-0.247352	24.5960	12.5800	88.0450	-125.5775
766.1549	0.756885	-0.340637	0.026166	-0.249659	24.6150	12.4909	88.0200	-126.2383
765.7225	0.757303	-0.335462	0.025930	-0.251945	24.6330	12.4027	88.0390	-126.9080
765.2901	0.757784	-0.330259	0.025867	-0.254209	24.6540	12.3153	88.0450	-127.5864
764.8575	0.758243	-0.325027	0.025750	-0.256451	24.6740	12.2287	88.0550	-128.2740
764.4249	0.758649	-0.319765	0.025856	-0.258673	24.6920	12.1430	88.0480	-128.9711
763.9922	0.759082	-0.314476	0.025818	-0.260871	24.7110	12.0583	88.0520	-129.6771
763.5593	0.759775	-0.309160	0.026134	-0.263045	24.7420	11.9744	88.0300	-130.3924
763.1264	0.760211	-0.303819	0.026002	-0.265193	24.7610	11.8916	88.0410	-131.1166
762.6934	0.760652	-0.298453	0.026350	-0.267316	24.7810	11.8099	88.0160	-131.8500
762.2603	0.760900	-0.293061	0.026385	-0.269414	24.7920	11.7292	88.0140	-132.5926
761.8271	0.761281	-0.287645	0.026491	-0.271486	24.8090	11.6495	88.0070	-133.3446
761.3938	0.761661	-0.282203	0.026611	-0.273532	24.8260	11.5710	87.9990	-134.1061
760.9604	0.762192	-0.276737	0.026963	-0.275551	24.8500	11.4937	87.9740	-134.8770
760.5269	0.762713	-0.271247	0.026914	-0.277544	24.8730	11.4175	87.9790	-135.6574
760.0933	0.763359	-0.265732	0.027137	-0.279509	24.9020	11.3426	87.9640	-136.4474
759.6597	0.763934	-0.260195	0.027425	-0.281446	24.9280	11.2689	87.9440	-137.2468
759.2259	0.764276	-0.254634	0.027303	-0.283355	24.9430	11.1965	87.9540	-138.0560
758.7921	0.764619	-0.249050	0.027155	-0.285236	24.9580	11.1254	87.9660	-138.8746
758.3581	0.765127	-0.243442	0.027427	-0.287089	24.9810	11.0557	87.9470	-139.7031
757.9240	0.765396	-0.237812	0.027424	-0.288913	24.9930	10.9874	87.9480	-140.5413
757.4899	0.765819	-0.232161	0.027533	-0.290707	25.0120	10.9206	87.9410	-141.3889
757.0556	0.766225	-0.226486	0.027467	-0.292472	25.0300	10.8551	87.9470	-142.2463
756.6213	0.766784	-0.220791	0.027514	-0.294207	25.0550	10.7912	87.9450	-143.1132
756.1868	0.767306	-0.215074	0.027921	-0.295912	25.0790	10.7289	87.9160	-143.9897
755.7523	0.767536	-0.209346	0.027769	-0.297592	25.0890	10.6684	87.9280	-144.8749
755.3177	0.767916	-0.203603	0.027756	-0.299245	25.1060	10.6097	87.9300	-145.7690
754.8830	0.768299	-0.197841	0.027675	-0.300867	25.1230	10.5528	87.9370	-146.6724
754.4482	0.768569	-0.192058	0.027605	-0.302459	25.1350	10.4974	87.9430	-147.5848
754.0132	0.768977	-0.186255	0.027431	-0.304019	25.1530	10.4438	87.9570	-148.5066
753.5782	0.769372	-0.180434	0.027607	-0.305547	25.1710	10.3920	87.9450	-149.4369
753.1431	0.769814	-0.174594	0.027730	-0.307042	25.1910	10.3419	87.9370	-150.3761
752.7079	0.770129	-0.168736	0.027620	-0.308506	25.2050	10.2937	87.9460	-151.3238
752.2726	0.770619	-0.162859	0.027624	-0.309937	25.2270	10.2473	87.9470	-152.2799
